order_id,order_date,user_id,country,customer_gender,customer_age,traffic_source,department,category,brand,product_name,revenue,cost,profit
22190,2025-04-07,17584,China,F,14,Search,Women,Leggings,Volcom,Volcom Juniors Pistol Cord Legging,55.0,31.35,23.65
22191,2024-10-06,17584,China,F,14,Search,Women,Socks & Hosiery,Snoozies,Snoozies Womens Floral Collection Footies,12.99,4.64,8.35
22195,2024-06-06,17588,China,M,45,Search,Men,Fashion Hoodies & Sweatshirts,UNIONBAY,Unionbay Men's Long Sleeve Hugo Full Zip Sweater,29.99,15.56,14.43
22198,2024-12-12,17592,United States,F,67,Search,Women,Active,Champion,Champion Women's Eco Fleece Knee Pant,26.0,12.17,13.83
22199,2025-04-27,17593,South Korea,M,23,Organic,Men,Underwear,Michael Kors,Michael Kors Men's 3 Pack V-Neck,30.0,15.03,14.97
22203,2025-08-29,17596,Brasil,M,70,Search,Men,Underwear,INDERA THERMALS,Indera - Mens Thermal Long John Top810LS Black 23478,13.81,6.46,7.35
22204,2024-05-21,17596,Brasil,M,70,Search,Men,Swim,Oakley,Oakley Men's Hypersonic Boardshort,75.0,44.48,30.52
22206,2025-04-08,17597,China,M,26,Search,Men,Fashion Hoodies & Sweatshirts,Tommy Bahama,Tommy Bahama Mens New York Mets Half-Zip Sweatshirt,115.0,67.85,47.15
22210,2024-07-19,17599,United States,M,70,Organic,Men,Fashion Hoodies & Sweatshirts,Allegra K,Allegra K Men Stretchy Hem Two Pockets Front Zip Fly Hoody C,34.93,20.4,14.53
22211,2025-03-16,17600,China,F,44,Organic,Women,Fashion Hoodies & Sweatshirts,Ed Hardy,Ed Hardy Zip-Up Specialty Tunic Hoodie-Olive,34.0,15.3,18.7
22213,2024-09-29,17602,Brasil,M,47,Search,Men,Sleep & Lounge,KingSize,KingSize Big & Tall Terry Bathrobe with Pockets,99.89,37.86,62.03
22214,2024-08-04,17602,Brasil,M,47,Search,Men,Socks,Timberland,Timberland Basic No Show Sock,12.21,6.89,5.32
22214,2024-08-07,17602,Brasil,M,47,Search,Men,Fashion Hoodies & Sweatshirts,Football Fanatics,Mountain Dew Spackle Throwback Pullover Hoodie - Green,53.95,29.03,24.92
22214,2024-08-08,17602,Brasil,M,47,Search,Men,Sweaters,Calvin Klein Jeans,Calvin Klein Jeans Men's Long Sleeve Stand Collar Sweater,69.5,33.29,36.21
22214,2024-08-05,17602,Brasil,M,47,Search,Men,Active,Carhartt,Carhartt Men's Work-Flex Pant,74.99,28.72,46.27
22217,2025-05-21,17604,Brasil,M,45,Search,Men,Sleep & Lounge,FOXFIRE,Premium Soft Brushed Fleece Big and Tall Robe,68.88,29.96,38.92
22224,2025-05-01,17609,United Kingdom,M,57,Search,Men,Shorts,Burnside,Burnside Men's Bedrock Plaid Woven Short,33.75,15.93,17.82
22227,2024-12-15,17610,United States,F,15,Organic,Women,Active,adidas,adidas Women's Response Fitted Tank,30.0,12.27,17.73
22228,2024-02-04,17611,China,F,14,Search,Women,Intimates,Comfort Choice,Comfort Choice Plus Size Panties cotton 5-pack,22.99,11.98,11.01
22241,2024-03-15,17617,China,M,22,Search,Men,Underwear,Diesel,Diesel Men's Blans Boxer,65.0,29.51,35.49
22242,2024-09-10,17617,China,M,22,Search,Men,Sleep & Lounge,Pull-in,Pull-In Men's Chill Risk Sleep Pant,38.49,15.97,22.52
22243,2024-04-09,17618,China,F,60,Search,Women,Intimates,Coquette,Bra With G-string,27.95,15.62,12.33
22244,2025-05-25,17619,United States,F,39,Search,Women,Jeans,7 For All Mankind,7 For All Mankind Women's Straight Leg Jean in Nouveau New Y,178.0,88.29,89.71
22247,2025-03-03,17621,China,M,37,Email,Men,Sleep & Lounge,Perry Ellis,Perry Ellis Portfolio Flannel Plaid Black Gray and White Paj,29.5,11.36,18.14
22247,2025-03-07,17621,China,M,37,Email,Men,Socks,HUGO BOSS,HUGO BOSS Men's Grid Crew Sock,9.75,5.99,3.76
22250,2024-06-30,17622,United States,M,21,Search,Men,Pants,Hurley,Hurley Men's Corman 2.0 Pant,55.0,26.68,28.32
22256,2024-10-20,17628,United Kingdom,M,67,Search,Men,Accessories,Outdoor Research,Outdoor Research Drifter Rain Hat,34.0,12.75,21.25
22259,2025-12-10,17631,France,M,15,Search,Men,Suits & Sport Coats,G-Star,G-Star Men's CL Ruston Blazer,380.0,162.64,217.36
22263,2025-06-08,17636,Belgium,M,16,Search,Men,Fashion Hoodies & Sweatshirts,Fred Perry,Fred Perry Men's Overdyed Hooded Zip Through Sweatshirt,119.0,64.62,54.38
22268,2025-01-24,17639,Japan,M,64,Organic,Men,Socks,SmartWool,Smartwool PhD Nordic Ultra Light Socks,19.95,11.07,8.88
22269,2025-10-22,17639,Japan,M,64,Organic,Men,Pants,Allegra K,Allegra K Mens Korea Casual Zip Fly NEW Stylish Slim Fit Str,16.22,7.66,8.56
22278,2025-09-27,17648,China,F,22,Search,Women,Intimates,Cinema Etoile,Cinema Etoile Women's Tank Camisole,25.0,13.55,11.45
22278,2025-09-24,17648,China,F,22,Search,Women,Intimates,Underglam,Underglam Sheer Beige Dots Babydoll,26.99,14.44,12.55
22280,2025-08-29,17649,Australia,F,12,Search,Women,Fashion Hoodies & Sweatshirts,Burton,Burton Women's Player Hooded Full-Zip,69.95,35.25,34.7
22281,2025-05-22,17649,Australia,F,12,Search,Women,Dresses,Roamans,Roamans Plus Size Ruffle Dress Taillissime,99.99,46.1,53.89
22283,2025-08-14,17650,China,M,25,Search,Men,Outerwear & Coats,Spiewak,Spiewak The Plymouth Jacket in Brown Caramel,255.0,120.87,134.13
22292,2025-03-20,17655,China,M,12,Facebook,Men,Sleep & Lounge,Touch of Europe Flannel Pants,Fuschia Hot Pink Check and Paw Print Spirit Fun Print Novelt,23.99,8.78,15.21
22292,2025-03-24,17655,China,M,12,Facebook,Men,Socks,PUMA,Puma Men's 3 Pack 1/2 Terry QTR Crew,12.0,7.08,4.92
22292,2025-03-20,17655,China,M,12,Facebook,Men,Outerwear & Coats,Tommy Hilfiger,Tommy Hilfiger Men's Fancy Top Coat,160.0,75.68,84.32
22297,2025-06-14,17659,China,F,23,Search,Women,Shorts,KUT from the Kloth,KUT from the Kloth Women's Natalie Bermuda,58.0,29.12,28.88
22298,2025-10-06,17659,China,F,23,Search,Women,Leggings,Foot Traffic,Foot Traffic Black Legging with Gems,14.5,8.31,6.19
22298,2025-10-03,17659,China,F,23,Search,Women,Outerwear & Coats,Port Authority,Port Authority Ladies Value Fleece Jacket. L217,27.99,13.49,14.5
22301,2024-07-26,17662,United States,F,35,Search,Women,Tops & Tees,Ed Hardy,Ed Hardy Womens Basic Skull and Rose Crew Neck Tee Shirt-Bla,29.99,15.35,14.64
22301,2024-07-25,17662,United States,F,35,Search,Women,Pants & Capris,Sag Harbor,Sag Harbor Women's Pattern Pull On Pant,25.0,13.35,11.65
22307,2025-07-20,17666,United Kingdom,M,32,Search,Men,Outerwear & Coats,LabelShopper,Mens Lined Weathered Leather Look Hooded Jacket,49.99,20.7,29.29
22310,2025-08-05,17671,Brasil,M,64,Search,Men,Sleep & Lounge,Nautica,Nautica Men's Hobson Plaid Sleep Pant,36.0,14.76,21.24
22313,2025-06-03,17674,Germany,M,29,Facebook,Men,Fashion Hoodies & Sweatshirts,N2N,N2N Lounge Hoodie - Black,49.99,25.04,24.95
22313,2025-06-05,17674,Germany,M,29,Facebook,Men,Pants,Rusty,Rusty Men's Rally Pant,59.95,24.76,35.19
22313,2025-06-01,17674,Germany,M,29,Facebook,Men,Underwear,Pull-in,Pull-In Men's Fashion Miam Boxer Brief,25.0,11.45,13.55
22314,2024-01-19,17674,Germany,M,29,Facebook,Men,Active,Russell Athletic,Russell Athletic Men's Big & Tall Mesh 22 inch Short with Po,20.0,9.16,10.84
22323,2025-04-06,17685,Japan,M,35,Facebook,Men,Socks,Knocker,Men's Black Nylon 6 Pack Dress Socks,11.99,7.31,4.68
22324,2025-04-01,17685,Japan,M,35,Facebook,Men,Jeans,Joe's Jeans,Joe's Jeans Men's Classic Jean,169.0,96.16,72.84
22327,2025-08-10,17687,Spain,F,55,Search,Women,Accessories,TrendsBlue,Elegant Solid Color Infinity Loop Jersey Scarf - Different C,7.99,3.0,4.99
22328,2024-09-27,17688,United States,F,54,Search,Women,Shorts,Jones New York,Jones New York Paisley Stretch Shorts,42.16,22.94,19.22
22334,2025-05-23,17691,United States,M,56,Search,Men,Tops & Tees,Cubavera,Cubavera Men's Short Sleeve Pieced Bedford Cord Camp Shirt,59.99,31.55,28.44
22336,2024-12-11,17691,United States,M,56,Search,Men,Tops & Tees,Wrangler,RIGGS WORKWEAR by Wrangler Men's Long Sleeve Henley,24.99,13.09,11.9
22336,2024-12-09,17691,United States,M,56,Search,Men,Tops & Tees,Eddie Bauer,Eddie Bauer Relaxed Fit Signature Twill Shirt - Solid Long S,44.95,26.25,18.7
22337,2025-11-21,17692,United States,M,44,Search,Men,Jeans,Lee,Lee Men's Premium Select Regular Bootcut Jean,30.0,15.78,14.22
22337,2025-11-21,17692,United States,M,44,Search,Men,Suits & Sport Coats,Tommy Hilfiger,Tommy Hilfiger Men's Windowpane Trim Fit Suit,259.99,103.74,156.25
22337,2025-11-23,17692,United States,M,44,Search,Men,Accessories,Quiksilver,Quiksilver Men's Ruckis Baseball Caps,24.0,8.93,15.07
22345,2024-08-11,17696,China,M,14,Search,Men,Fashion Hoodies & Sweatshirts,Retrofit,RetroFit Men's Mexican Pancho Long Sleeve Striped Hooded Shi,38.97,19.99,18.98
22346,2024-02-05,17697,Brasil,F,13,Search,Women,Socks & Hosiery,K. Bell,K. Bell Women's 6-Pack Assorted No-Show Socks,11.0,4.8,6.2
22347,2025-11-13,17698,United States,F,62,Search,Women,Sweaters,Jones New York,Jones New York Women's Printed Shell,59.0,28.97,30.03
22348,2025-12-23,17699,Brasil,M,22,Search,Men,Outerwear & Coats,Kenneth Cole,Kenneth Cole Men's Melton Walker Coat,109.99,53.57,56.42
22349,2025-06-21,17700,Brasil,M,12,Search,Men,Sweaters,Knox Armory,Knox Armory Commando Sweater,54.6,25.06,29.54
22352,2025-10-24,17700,Brasil,M,12,Search,Men,Tops & Tees,ExOfficio,ExOfficio Men's Give-N-Go Tee,38.0,22.69,15.31
22356,2024-08-26,17703,France,M,21,Search,Men,Tops & Tees,Tri-Mountain,Tri-Mountain Men's Big And Tall Heavyweight Denim Long Sleev,42.99,23.56,19.43
22359,2024-11-18,17706,United States,F,69,Search,Women,Intimates,Wacoal,Wacoal Women's Embrace Lace Bra,48.0,24.53,23.47
22359,2024-11-20,17706,United States,F,69,Search,Women,Leggings,American Apparel,American Apparel Youth Patterned Polyester Spandex Legging,25.0,15.18,9.82
22359,2024-11-20,17706,United States,F,69,Search,Women,Plus,Fruit of the Loom,Fruit of the Loom Women's 6-Pack No-Show Socks,10.0,4.58,5.42
22361,2025-02-17,17708,South Korea,M,65,Search,Men,Outerwear & Coats,Carhartt,Carhartt J291 Men's Denim Jean Jacket/Unlined,70.74,34.66,36.08
22363,2024-01-15,17709,China,M,48,Display,Men,Swim,O'Neill,O'Neill Men's Epic Plaid Boardshorts,49.45,30.07,19.38
22366,2024-05-03,17709,China,M,48,Display,Men,Outerwear & Coats,Walls,Walls Insulated Washed Duck Jacket Chestnut,49.99,23.05,26.94
22367,2025-06-09,17710,Germany,M,50,Organic,Men,Sleep & Lounge,Bottoms Out,Bottoms Out Men's Flannel Sleep Pant,25.0,10.32,14.68
22373,2025-11-30,17715,China,F,17,Search,Women,Sweaters,Christopher Fischer,Christopher Fischer Women's 100% Cashmere Striped Boyfriend ,112.5,52.76,59.74
22375,2024-12-10,17719,France,M,21,Organic,Men,Accessories,Dopp,Dopp Regatta 88 Series Front Pocket Wallet,18.99,7.92,11.07
22376,2024-03-20,17719,France,M,21,Organic,Men,Sweaters,Original Penguin,Original Penguin Men's Hector V-Neck Sweater,72.19,32.85,39.34
22378,2025-01-09,17719,France,M,21,Organic,Men,Suits & Sport Coats,Abini,Men's Single Breasted 3 Button Gray Extra Fine Dress Suit,79.95,32.94,47.01
22380,2025-05-02,17720,Australia,M,37,Search,Men,Tops & Tees,Woolrich,Woolrich Men's Wool Alaskan Shirt,119.0,67.0,52.0
22380,2025-05-04,17720,Australia,M,37,Search,Men,Sleep & Lounge,KNOTHE CORP.,State O Maine Jersey Knit Lounge Pant,23.99,9.76,14.23
22380,2025-05-04,17720,Australia,M,37,Search,Men,Socks,SmartWool,Smartwool NEW Men's PhD Mountaineer Crew with ReliaWool,31.19,19.24,11.95
22380,2025-05-06,17720,Australia,M,37,Search,Men,Tops & Tees,Calvin Klein Jeans,Calvin Klein Jeans Men's Brave The Cool Tee,34.5,19.53,14.97
22381,2024-10-19,17720,Australia,M,37,Search,Men,Swim,Nautica,Nautica Men's Jig Plaid Trunk,49.5,29.45,20.05
22381,2024-10-15,17720,Australia,M,37,Search,Men,Sweaters,BLOOMINGDALES,Bloomingdales Mens Dark Green Cashmere Crewneck Sweater,110.0,58.96,51.04
22382,2025-07-10,17720,Australia,M,37,Search,Men,Outerwear & Coats,Harriton,Harriton Men's Full-Zip Fleece highly breathable Jacket. M99,31.99,14.65,17.34
22387,2025-12-21,17722,Brasil,M,58,Search,Men,Accessories,Oakley,Oakley Frogskins 24 Iridium Cat Eye Sunglasses,135.64,47.88,87.76
22393,2024-08-21,17725,United States,M,61,Search,Men,Accessories,Dockers,Dockers Men's 30mm Glazed Top Braid Belt,20.48,7.8,12.68
22400,2025-10-30,17729,China,M,47,Search,Men,Socks,Happy Socks,Happy Socks Men's Big Dot 1,12.0,6.67,5.33
22400,2025-10-28,17729,China,M,47,Search,Men,Pants,Haggar,Haggar Men's Work To Weekend Straight Fit Plain Front Expand,34.99,16.76,18.23
22400,2025-10-30,17729,China,M,47,Search,Men,Swim,Rusty,Rusty Men's Wanderer Shorts,59.5,35.7,23.8
22400,2025-10-29,17729,China,M,47,Search,Men,Socks,Feelmax,Feelmax Basic Toe Sock Red/White Men's Shoe Size 10 - 14,11.99,6.98,5.01
22401,2024-02-11,17730,China,F,47,Search,Women,Blazers & Jackets,Allegra K,Allegra K Woman Short Sleeve Shoulder Pads Semi Sheer Blazer,11.38,4.73,6.65
22404,2024-11-29,17733,China,M,67,Search,Men,Underwear,Duofold,Duofold Men's Mid Weight Union Suit,65.0,32.57,32.43
22405,2024-05-26,17734,China,F,40,Search,Women,Sleep & Lounge,Only Necessities,Only Necessities Plus Size Long 3/4-sleeve tricot gown (53),29.99,19.28,10.71
22407,2024-06-11,17736,China,F,37,Search,Women,Intimates,Calvin Klein,Calvin Klein Women's Seductive Comfort Hipster,28.0,14.39,13.61
22409,2024-09-23,17736,China,F,37,Search,Women,Sweaters,Columbia,Columbia Women's Cabled Cutie Tunic Sweater,74.95,36.13,38.82
22415,2024-11-15,17744,China,F,39,Search,Women,Outerwear & Coats,Mountain Hardwear,Mountain Hardwear Women's LoDown Jacket,180.0,73.62,106.38
22416,2025-07-29,17745,South Korea,M,42,Facebook,Men,Socks,HUF,HUF The Plantlife Socks in Tobacco & Green,13.0,8.41,4.59
22419,2025-08-22,17745,South Korea,M,42,Facebook,Men,Jeans,Southpole,Southpole Men's Streaky Distressed Soft Denim,29.99,16.85,13.14
22426,2025-04-25,17749,United States,M,14,Search,Men,Shorts,Levi's,Levi's Men's 550 Relaxed Fit Shorts,26.99,14.6,12.39
22435,2025-10-15,17753,China,M,61,Search,Men,Jeans,Grand River,GRAND RIVER Regular Fit Stretch Jeans - In Blue or Black #18,96.03,52.53,43.5
22443,2025-09-05,17759,United States,M,39,Search,Men,Socks,mens cotton mix argyle socks,12 PAIRS MENS COTTON MIX ARGYLE SOCKS / SIZE 6 - 11,22.5,13.34,9.16
22443,2025-09-06,17759,United States,M,39,Search,Men,Outerwear & Coats,Perry Ellis,Perry Ellis Portfolio Men's Lamb Open Bottom Jacket,230.14,105.63,124.51
22444,2025-08-02,17760,United States,F,55,Search,Women,Plus,Ray-Ban,Ray-Ban 3211  Sunglasses,86.51,45.5,41.01
22466,2025-10-14,17777,China,F,62,Search,Women,Fashion Hoodies & Sweatshirts,Western Express,HOODIE - Horses - BLACK - LARGE,29.99,13.2,16.79
22474,2025-06-24,17781,France,F,57,Search,Women,Intimates,Braza,Nipple Concealers Petal Tops,14.47,7.15,7.32
22475,2025-10-26,17781,France,F,57,Search,Women,Tops & Tees,Port Authority,Port Authority Women's Silk Touch 3/4-Sleeve Sport Shirt. L5,43.99,26.0,17.99
22483,2025-06-11,17792,China,F,17,Search,Women,Intimates,Vanity Fair,Vanity Fair Women's Satin Glance  Half Slip #11-711,15.0,7.62,7.38
22484,2024-11-08,17792,China,F,17,Search,Women,Jumpsuits & Rompers,Revlon,Charlie Jade Women's Silk Romper,64.0,33.66,30.34
22484,2024-11-08,17792,China,F,17,Search,Women,Sleep & Lounge,Intimo,Intimo Women's Comfy Knit 2 Piece Set,25.0,15.35,9.65
22486,2025-12-26,17795,Brasil,M,64,Organic,Men,Socks,Fitsok,Fitsok CF2 Cushion Low Cut Sock,25.0,14.55,10.45
22491,2025-08-08,17799,France,M,56,Search,Men,Sweaters,Michael Kors,Michael Kors Men's Long Sleeve Tipped Full Zip,122.85,61.55,61.3
22492,2024-06-29,17800,South Korea,M,18,Organic,Men,Swim,Speedo,SPEEDO Avenger Water Polo Brief,30.95,19.0,11.95
22493,2025-11-03,17801,China,M,61,Facebook,Men,Shorts,Tommy Bahama,Tommy Bahama East Bank Cargo Golf Shorts,88.0,41.62,46.38
22493,2025-11-04,17801,China,M,61,Facebook,Men,Fashion Hoodies & Sweatshirts,Hot Topic,RUDE Blue Double Dye Trucker Jacket,54.5,30.47,24.03
22493,2025-11-07,17801,China,M,61,Facebook,Men,Suits & Sport Coats,Calvin Klein,Calvin Klein Sportswear Men's Solid Classic Fit Sport Coat,169.5,63.22,106.28
22496,2024-09-30,17804,Brasil,M,38,Search,Men,Jeans,Dickies,Dickies Men's Stone Washed Carpenter Jean,44.0,23.89,20.11
22499,2024-08-06,17806,South Korea,F,43,Search,Women,Blazers & Jackets,Democracy,Democracy Women's 3/4 Sleeve Blazer,16.11,6.22,9.89
22500,2024-06-02,17806,South Korea,F,43,Search,Women,Intimates,Bella,Bella Ladies Cotton/Spandex Spaghetti Strap Camisole Top Tee,10.5,5.81,4.69
22502,2024-11-30,17813,Australia,F,17,Search,Women,Fashion Hoodies & Sweatshirts,Calvin Klein,Women's Calvin Klein Light Weight Zip Up and Fold Down Colla,29.95,14.65,15.3
22503,2025-07-08,17814,United States,F,53,Search,Women,Jeans,Not Your Daughter's Jeans,Not Your Daughter's Jeans Marilyn Petite Straight Jean,98.0,50.86,47.14
22504,2024-10-03,17814,United States,F,53,Search,Women,Sleep & Lounge,Hatley,Hatley Colorful Music Notes Women's Jersey PJ Pants,39.95,22.05,17.9
22504,2024-10-02,17814,United States,F,53,Search,Women,Skirts,Democracy,Democracy Women's Full Length Skirt,88.0,38.02,49.98
22504,2024-10-04,17814,United States,F,53,Search,Women,Socks & Hosiery,Sock It To Me,Sock It To Me Gnomes Knee High Socks (One Size Fits All/Blac,25.0,10.05,14.95
22504,2024-10-01,17814,United States,F,53,Search,Women,Shorts,CJ by Cookie Johnson,Cj by Cookie Johnson Women's Loyalty Knee Short Jean,25.0,12.83,12.17
22507,2025-05-23,17815,China,M,40,Search,Men,Accessories,Bundle Monster,Bundle Monster Mens Fashion Business Solid Woven Stripes Nec,12.99,5.85,7.14
22507,2025-05-23,17815,China,M,40,Search,Men,Swim,Quiksilver,Quiksilver Men's Cypher Resin Boardshort,62.0,35.59,26.41
22511,2024-12-12,17817,China,M,28,Search,Men,Accessories,UniformTux,Satin Self Tie Bow Tie,4.49,1.83,2.66
22511,2024-12-13,17817,China,M,28,Search,Men,Sleep & Lounge,Hanes,Hanes Long SleeveSport Style Crew Top and Fleece Pant Pajama,19.99,8.22,11.77
22511,2024-12-12,17817,China,M,28,Search,Men,Sleep & Lounge,Big Feet Pajama Co.,Big Feet Pjs Blue Micro-polar Fleece Adult Footed Pajamas w/,44.99,18.36,26.63
22517,2024-06-29,17823,Japan,M,54,Search,Men,Socks,Sock It To Me,Sock It To Me Ninjas Men's Sock,8.73,5.12,3.61
22530,2025-04-27,17828,United States,F,16,Email,Women,Plus,ULTRAFINO PANAMA HAT,Best PILOT TROOPER Brown Shell AVIATOR Faux Leather Hat USHA,37.99,19.26,18.73
22531,2024-10-08,17829,United States,F,65,Organic,Women,Fashion Hoodies & Sweatshirts,adidas,Adidas Originals Women's Trefoil Hoody Hoodie Sweatshirt-Aqu,54.98,26.17,28.81
22532,2025-08-29,17830,China,M,26,Search,Men,Jeans,RVCA,RVCA Men's Heavy Chev Denim Pant,84.0,47.46,36.54
22540,2024-07-30,17835,Germany,F,33,Search,Women,Sweaters,Woolrich,Woolrich Women's Mountainside Cardigan,119.0,54.86,64.14
22549,2024-02-19,17842,Germany,M,48,Search,Men,Sleep & Lounge,FOXFIRE,Premium Soft Brushed Fleece Big and Tall Robe,68.88,26.31,42.57
22549,2024-02-16,17842,Germany,M,48,Search,Men,Suits & Sport Coats,SmartTuxedo,Black Tuxedo Vest-Finest Quality Satin! with Free Windsor Ba,58.95,25.29,33.66
22550,2025-09-07,17843,Japan,M,48,Search,Men,Active,The North Face,The North Face Half Dome Hoodies Oriole Orange Mens,44.95,18.79,26.16
22557,2025-12-18,17849,China,F,20,Search,Women,Sleep & Lounge,Turkishtowels,Turkishtowels Hooded Terry Bathrobe 100% Combed Pure Turkish,69.99,43.39,26.6
22557,2025-12-20,17849,China,F,20,Search,Women,Intimates,Booty Pop,Women's Booty Pop Enhancing Panties by Booty Pop,4.99,2.86,2.13
22557,2025-12-20,17849,China,F,20,Search,Women,Swim,Ritchie Swimwear,Ritchie Swimwear Black Scrunch Thong Bikini Bottom,25.0,9.75,15.25
22559,2025-03-06,17851,United States,F,69,Search,Women,Fashion Hoodies & Sweatshirts,TEXTILE Elizabeth and James,TEXTILE Elizabeth and James Women's Perfect Sweatshirt,145.0,64.23,80.77
22561,2024-12-12,17853,China,M,19,Search,Men,Socks,PACT,Pact Men's San Francisco Blue Stripe Crew Sock,10.0,6.37,3.63
22565,2025-02-09,17856,Australia,F,67,Search,Women,Tops & Tees,GUESS,GUESS Kyle One-Shoulder Top,59.0,33.33,25.67
22565,2025-02-09,17856,Australia,F,67,Search,Women,Active,Capezio,Capezio Women's Boy Cut Short,11.76,4.97,6.79
22567,2025-02-20,17857,United States,M,24,Organic,Men,Outerwear & Coats,U.S. Polo Assn.,U.S. Polo Assn. Men's Signature Bubble Jacket With Small Pon,49.99,22.0,27.99
22567,2025-02-17,17857,United States,M,24,Organic,Men,Shorts,Allegra K,Allegra K Mens Trendy Casual Front Slant Pockets Straight Sh,13.94,6.66,7.28
22567,2025-02-19,17857,United States,M,24,Organic,Men,Pants,American Apparel,American Apparel Slim Slack,74.0,34.26,39.74
22572,2025-12-18,17861,United States,M,15,Organic,Men,Socks,Stance,STANCE New Castle Mix & Match Socks,9.99,6.37,3.62
22572,2025-12-16,17861,United States,M,15,Organic,Men,Swim,Rainbow,NAVY Mens Hawaiian Board Shorts,23.97,15.58,8.39
22574,2025-09-09,17862,Spain,M,18,Display,Men,Shorts,Lucky Brand,Lucky Brand Men's Baja Short,69.5,35.65,33.85
22576,2025-11-29,17863,United States,M,37,Search,Men,Fashion Hoodies & Sweatshirts,Hot Topic,RUDE Bullet Crewneck Sweatshirt,34.5,18.73,15.77
22576,2025-12-02,17863,United States,M,37,Search,Men,Underwear,HUGO BOSS,HUGO BOSS Mens Tank Top 3 Pack,32.0,16.16,15.84
22578,2025-12-16,17863,United States,M,37,Search,Men,Jeans,Diesel,Diesel - Mens Viker 0888E Denim Jeans,214.0,112.78,101.22
22582,2024-07-29,17866,Brasil,F,22,Organic,Women,Suits,Danny & Nicole,Danny & Nicole Women's Plus-Size Tweed Jacket Dress,64.8,36.42,28.38
22584,2024-08-26,17866,Brasil,F,22,Organic,Women,Intimates,Jockey,Plus Size Classic Brief - 3 Pack,22.5,11.9,10.6
22584,2024-08-28,17866,Brasil,F,22,Organic,Women,Active,Russell Athletic,Russell Athletic Women's Dri-Power Micro Fiber Training Work,14.99,5.71,9.28
22585,2024-03-29,17866,Brasil,F,22,Organic,Women,Fashion Hoodies & Sweatshirts,Fox,Fox Womens Juniors Reflect Hoody Sweater,59.5,27.31,32.19
22588,2024-11-11,17868,Belgium,M,50,Search,Men,Jeans,Rock Revival,Rock Revival Men Jeans Chuck T Relaxed Straight Leg In Med. ,148.0,84.06,63.94
22591,2025-05-31,17869,Brasil,M,40,Search,Men,Outerwear & Coats,Ralph Lauren,Polo Ralph Lauren Men Pony Logo Classic Jacket,119.99,54.48,65.51
22593,2025-09-20,17872,South Korea,F,22,Search,Women,Dresses,Calvin Klein,Calvin Klein Women's Cowl Dress,85.12,34.3,50.82
22595,2025-03-24,17872,South Korea,F,22,Search,Women,Swim,Hot from Hollywood,Halter Top Ruffle Layer Two Piece Tankini Bikini Swimwear Ba,38.99,15.13,23.86
22595,2025-03-24,17872,South Korea,F,22,Search,Women,Intimates,Vanity Fair,Vanity Fair Women's Illumination Helenca Lace Hi Cut Panties,9.5,5.11,4.39
22598,2025-11-05,17874,Brasil,M,21,Search,Men,Active,Dockers,Dockers Men's 3-Pack Sport Crew Socks Big & Tall,14.4,5.39,9.01
22598,2025-11-04,17874,Brasil,M,21,Search,Men,Sweaters,Perry Ellis,Perry Ellis Men's Long Sleeve 1/4 Zip Mock Sweater,69.5,33.99,35.51
22598,2025-11-06,17874,Brasil,M,21,Search,Men,Socks,Sugoi,Sugoi R + R Knee High Socks,40.0,23.4,16.6
22598,2025-11-05,17874,Brasil,M,21,Search,Men,Active,PUMA,PUMA Men's Fleece Pullover Hoodie,49.99,22.85,27.14
22600,2024-05-03,17876,United States,M,67,Display,Men,Socks,Marcoliani Milano,One Pair Marcoliani Men's ExtraFine Mercerized Cotton Lisle ,25.0,15.78,9.22
22603,2025-08-23,17878,United States,F,23,Search,Women,Intimates,ComfortWear,2nd Stage Marena Support Girdle with Suspenders and No Legs ,85.74,43.47,42.27
22604,2025-12-27,17879,Brasil,M,12,Search,Men,Active,Sub Sports,SUB COLD Sports Compression Fit Thermal Baselayer Top Long S,37.0,15.95,21.05
22605,2024-05-12,17880,United States,F,28,Search,Women,Outerwear & Coats,Oakley,Oakley Women's Gb Favorite Insulated Pant,210.0,91.14,118.86
22606,2024-02-06,17880,United States,F,28,Search,Women,Maternity,J BRAND,A Pea in the Pod Collection: J Brand Pull On Style Stretch F,196.0,87.22,108.78
22609,2025-04-21,17884,China,F,38,Facebook,Women,Fashion Hoodies & Sweatshirts,stonepowerss,Grand Angel Wings Rhinestones Black Womens Hoodie,49.95,22.63,27.32
22609,2025-04-25,17884,China,F,38,Facebook,Women,Swim,Ritchie Swimwear,Ritchie Swimwear Black Scrunch Bikini Bottom,25.0,11.0,14.0
22609,2025-04-25,17884,China,F,38,Facebook,Women,Intimates,Maidenform,Maidenform Women's Elastic Bra Strap Holder,7.0,4.0,3.0
22609,2025-04-24,17884,China,F,38,Facebook,Women,Jeans,Diesel,Diesel Jean Matic 8W8,142.8,72.69,70.11
22616,2025-04-08,17888,United States,F,66,Search,Women,Active,Port Authority,Port Authority L709 Ladies Puffy Vest,44.0,17.69,26.31
22616,2025-04-07,17888,United States,F,66,Search,Women,Sleep & Lounge,Hello Kitty,Hello Kitty Pink Polka Dot Short Pajama Set,25.0,15.6,9.4
22619,2024-09-19,17889,Australia,M,51,Search,Men,Sleep & Lounge,Botany 500,Botany Tall Man Long Sleeve Long Leg Flannel Print Pajama 7h,27.9,10.35,17.55
